permutation,effect_25_144ms,effect_144_262ms,effect_262_381ms,effect_381_500ms,max_absolute_effect,max_positive_effect,propensity_min,propensity_max
36,0.006340721468408018,-0.00013449654003111624,-0.00038725749580012124,-0.01102753747009203,0.01102753747009203,0.006340721468408018,0.34480739931518484,0.6520247110343754
37,0.014886226270498107,-0.002614750574799482,0.0011581233578174884,-0.010218588868334778,0.014886226270498107,0.014886226270498107,0.2597280222895251,0.6974249350974797
38,0.00608274015199853,6.073289607838573e-05,0.0028827453181581334,-0.003714286803237425,0.00608274015199853,0.00608274015199853,0.3418810989804695,0.7056873611517519
39,-0.005247672135803443,0.000760850004478137,-0.0009841149983392254,0.0020671237192367844,0.005247672135803443,0.0020671237192367844,0.35131471643753576,0.6266908693458423
40,-0.01610983243846819,0.003279595320353519,0.004274119281923987,0.004662463719965245,0.01610983243846819,0.004662463719965245,0.2803099833454102,0.6654566970535422
41,0.0046289621019109835,0.001711685922246256,-0.004789800573295008,-0.004121367793629852,0.004789800573295008,0.0046289621019109835,0.26595366306228885,0.7019176338946816
42,0.00787132491185306,-0.0021013644893069843,0.009959532002637292,-0.0045724300490486355,0.009959532002637292,0.009959532002637292,0.2661132442070585,0.6837397790975175
43,0.0061467933209180346,-0.00042324480338872894,0.00032200618150566055,0.002340763962499546,0.0061467933209180346,0.0061467933209180346,0.29574227020398036,0.6232757569983155
44,4.734291501132617e-05,-0.004162501126546374,0.0012925185196355255,-0.0031414875606737055,0.004162501126546374,0.0012925185196355255,0.22598670471130172,0.673085088096778
45,-0.009126340164248941,-0.006025077328031536,0.004271444076910715,0.006791268136931206,0.009126340164248941,0.006791268136931206,0.35744520096649046,0.6460665721498738
46,-0.009823116247541862,-0.0017943509216979776,-0.003628992314943902,-0.0034826278382768666,0.009823116247541862,-0.0017943509216979776,0.29819188629500976,0.6439916817146133
47,-0.009088337041485013,0.006724510973709521,0.00444911960126437,-0.0010017335142319032,0.009088337041485013,0.006724510973709521,0.34698350717376075,0.7110356256914818
48,0.000140612056136688,0.0009856656803412596,5.744921375897818e-05,0.0032090831764496567,0.0032090831764496567,0.0032090831764496567,0.3507134514181782,0.6378100129066092
49,0.0033262037556870128,-0.0001022497540463513,-0.0029655822710054833,-0.0019134310815740866,0.0033262037556870128,0.0033262037556870128,0.332923775413625,0.6946732515437906
50,-0.002643397713174054,-0.005893220007239103,-0.005679528080573881,0.0028895549917349697,0.005893220007239103,0.0028895549917349697,0.2013636395896244,0.6327681926798838
51,-0.005739439178684105,-0.003330396288695645,-0.0005847872851883347,-0.006259201479541281,0.006259201479541281,-0.0005847872851883347,0.25319724411955596,0.6450260695161116
52,0.0014591020185570542,-0.00356760895343308,-0.00500224554951926,0.0016780130072746816,0.00500224554951926,0.0016780130072746816,0.289118384668917,0.660667774974068
53,0.002632084164597144,-0.006143089584132255,0.003757477842148993,0.0013890554876965942,0.006143089584132255,0.003757477842148993,0.35153334826054294,0.6832098629996114
54,-0.002674808845347454,-0.005374885827575591,-0.002515944617496108,-0.0007913059979981192,0.005374885827575591,-0.0007913059979981192,0.338216113941905,0.7390839855200584
55,0.002388166493025635,-0.0009212666467303694,-0.0005080607747245738,-0.0003544952435113567,0.002388166493025635,0.002388166493025635,0.3638883794533081,0.6760851572268712
56,-0.004956160447680827,0.005608073365295814,-0.008364196615527342,0.002464629842380374,0.008364196615527342,0.005608073365295814,0.3161739162081375,0.6922358300513738
57,0.009626534866704124,0.009985195893386891,-0.0054255207510354305,-0.0046306650108600385,0.009985195893386891,0.009985195893386891,0.3401642820691572,0.7585365036975521
58,0.0010433010031385705,0.005095710756702631,-0.0010153316484823453,-0.0018483631116721394,0.005095710756702631,0.005095710756702631,0.3362628790211199,0.7239968219959771
59,0.005568770040886673,0.001603085201990248,-0.00506419572358708,-0.0015357428491887602,0.005568770040886673,0.005568770040886673,0.36054556255514547,0.715477387271164
60,0.011314009008530952,0.0034912464770976716,-0.0012129736998957802,-0.0010206216143795865,0.011314009008530952,0.011314009008530952,0.2631567971943227,0.6787725577507243
61,0.00709912663117945,0.004678291330882657,-0.008383130369351786,0.007847162984427282,0.008383130369351786,0.007847162984427282,0.3178599604118435,0.6647278288559364
62,0.011933288150980156,0.005420048297635231,-0.0004885508810490791,0.0026985404442571377,0.011933288150980156,0.011933288150980156,0.36419483461189045,0.6445784843931923
63,-0.00836541016588698,-0.0026077511091599703,-0.0026525364063613825,0.013400449290283528,0.013400449290283528,0.013400449290283528,0.33057790514226326,0.7130724311386584
64,0.004115921425835272,-0.0002661621116577396,-0.009170655533848921,0.006760631604896506,0.009170655533848921,0.006760631604896506,0.3359030604418301,0.6655737732057926
65,-0.0006386613766660746,0.005558411815915326,-0.006931386908203437,-0.00028445084993605676,0.006931386908203437,0.005558411815915326,0.24697698036161692,0.6345309628123051
66,-0.0031581371012011656,-0.0008417930227740178,0.007057694859840466,0.0034647151599913406,0.007057694859840466,0.007057694859840466,0.3447039936914481,0.6743224180979381
67,-0.008180470494217251,-0.008717463758572344,-0.015378228078956158,0.004743198690080325,0.015378228078956158,0.004743198690080325,0.3260518896493192,0.6603369702880102
68,0.015614964747129142,-0.009302241661020661,-0.0016211128636798439,-0.0003371376593048585,0.015614964747129142,0.015614964747129142,0.2836910895543882,0.640771336427123
69,-0.0023359836797587196,-0.00048637130882611527,0.0030572287301148275,0.007291451971629971,0.007291451971629971,0.007291451971629971,0.27613002302500345,0.6603404984003173
70,0.007537848815990613,-0.0016251264629591586,-0.003411514798315083,0.005023045508156375,0.007537848815990613,0.007537848815990613,0.3239195549268498,0.7040299724721123
71,8.006719960263918e-05,-0.005926445919338797,-0.0008435210169751237,-0.001113990497932389,0.005926445919338797,8.006719960263918e-05,0.34241830037191895,0.7232485654647917
72,0.0018891866027054365,6.062812786556337e-05,-0.0007531513448551391,-0.002453081717712749,0.002453081717712749,0.0018891866027054365,0.29634367227218145,0.6678138999723292
73,-0.0035923569703250886,0.001217802998690749,0.001525558603703826,-6.4157593168566365e-06,0.0035923569703250886,0.001525558603703826,0.2899729584039014,0.700283415138048
74,0.0055654997343236885,0.0005342740014485621,-0.014032717921871753,-0.004835297921011126,0.014032717921871753,0.0055654997343236885,0.25897845376845996,0.6719693780247682
75,0.008477710488874593,0.0056517002098157845,0.00471231998890851,-0.006721152728165051,0.008477710488874593,0.008477710488874593,0.26277995082174355,0.6627027563209196
76,0.004269708532432644,0.0007464929670869258,-0.00046726075488612664,-0.0016124956843003597,0.004269708532432644,0.004269708532432644,0.352742086685714,0.6546980250580897
77,0.00803073824504288,-0.0007974255050001897,-0.0009082046138699038,0.0011550776923205514,0.00803073824504288,0.00803073824504288,0.2458241584266753,0.6356797481247746
78,0.002108018702599236,-0.0017553440175229148,0.00030292622721027687,-0.009373966278180509,0.009373966278180509,0.002108018702599236,0.26291338956751586,0.7250492522924128
79,0.010611594698325722,-0.0029929348612435453,0.0011211967854666551,-0.0008680620894381363,0.010611594698325722,0.010611594698325722,0.3827698709992144,0.6638379551222875
80,-0.004313987331281233,0.007956697354009258,0.0005829081587248527,0.0018745604850215992,0.007956697354009258,0.007956697354009258,0.2959542565413907,0.6836315218556718
81,0.009483441116864645,-0.00108816139469633,0.003623970693094633,0.001906312912370118,0.009483441116864645,0.009483441116864645,0.32951201941644404,0.6704067478635671
82,0.004248699252838121,-0.00861759839049623,-0.006430149176994613,0.0003729362178630821,0.00861759839049623,0.004248699252838121,0.3286131906022247,0.7147607185084619
83,-0.0030508448678959604,-0.0002085172462399288,-0.0058746961465030905,-0.010737853353091555,0.010737853353091555,-0.0002085172462399288,0.3463964815286525,0.6287447702059784
84,-0.002899377152162013,0.0004421809262227297,0.006963778746826372,-0.0015435825333579307,0.006963778746826372,0.006963778746826372,0.33521716904558324,0.6171388029022707
85,-0.0021285951782273717,-0.0007139917472802782,0.0017974253919392047,0.0021777676018019986,0.0021777676018019986,0.0021777676018019986,0.36729003548878086,0.6804625876331293
86,0.0063384031726665185,-0.001961320972532389,0.004335789155483926,0.0035431663589001816,0.0063384031726665185,0.0063384031726665185,0.37757828253623943,0.6687414882781704
87,-0.0009864023791971693,0.00595388000765416,-0.007704142622724055,-0.010614348550892853,0.010614348550892853,0.00595388000765416,0.29942403113669536,0.6631512080751604
88,-0.0024112415360926158,0.00460885879219875,0.00038121469360722726,-0.005664412240371002,0.005664412240371002,0.00460885879219875,0.36724401637091275,0.710745091155468
89,0.0018395466802820161,0.0057968918451206004,0.0010647137225378099,-0.0003889256535164502,0.0057968918451206004,0.0057968918451206004,0.2382368953838387,0.7100663082563151
90,-0.0020236450454731076,-0.0030244585494687195,0.0029844874005565208,-0.006069957258154211,0.006069957258154211,0.0029844874005565208,0.3043562428613994,0.631329612030567
91,0.0042338443424235934,0.009577316341485844,0.002591767352220036,-0.0023992336869521906,0.009577316341485844,0.009577316341485844,0.27224274235993934,0.6455978305967891
92,0.004401641388622611,-0.005046367627935709,-0.004426167044014774,-0.0019791147559458677,0.005046367627935709,0.004401641388622611,0.28494942884439073,0.6937491770656133
93,-0.01788498868254826,-0.0014780614334999557,-0.00784404448441638,-0.004028855843609491,0.01788498868254826,-0.0014780614334999557,0.31141247162433494,0.6994853197529792
94,-0.008838303320278365,0.007543521418344497,0.01216530752221458,-0.003276859328637008,0.01216530752221458,0.01216530752221458,0.3095841922908375,0.7471667480109749
95,-0.00252764912878243,0.002371687906843816,3.1693069559210994e-05,-0.00029871388442730097,0.00252764912878243,0.002371687906843816,0.28751671700653103,0.6482548111690118
96,-0.00303132330286818,-0.003428163434968308,0.012096450994910954,0.0020307038849198726,0.012096450994910954,0.012096450994910954,0.33344401344987856,0.7058442822241202
97,-0.0025772179938348605,-0.007764823315713199,0.0035002016095448583,-0.004707246322214314,0.007764823315713199,0.0035002016095448583,0.3234505049969483,0.667092042392337
98,-0.005047893112465976,0.009670940587966142,-0.00030397785953078225,-0.00160411671142111,0.009670940587966142,0.009670940587966142,0.3439261090525182,0.6782329736327659
99,0.008625521262846726,0.0005276769130559268,0.0024459601822843595,0.0002821829845230271,0.008625521262846726,0.008625521262846726,0.3497945682794173,0.6971461949755757
100,-0.010737920803237305,0.0020843681292454113,-0.004854416085654227,0.0035661202342624257,0.010737920803237305,0.0035661202342624257,0.33209631038445475,0.6798194880101196
101,0.004882500502302486,-0.001108055744346079,0.009865279084001997,0.000261691122786554,0.009865279084001997,0.009865279084001997,0.23142384991514675,0.6784706203951832
102,0.011748718750791677,0.005519606011143227,-0.0014488585724564775,0.0035404982466278466,0.011748718750791677,0.011748718750791677,0.3369605676442384,0.7518180470665369
103,-0.001256756238830617,-0.008447855935230647,-0.0063979367333476785,0.0037685079241716202,0.008447855935230647,0.0037685079241716202,0.3412116723266303,0.6704221749958218
104,0.007325615486251496,0.00627306726743441,-0.002660723497567947,0.005498347646373299,0.007325615486251496,0.007325615486251496,0.33883227576688707,0.6585543123213687
105,0.004678009799170739,-0.006869361677110813,-0.0039090922386697275,-0.0006430526781145442,0.006869361677110813,0.004678009799170739,0.3136708884067521,0.6384396065739802
106,0.013522183139846218,-0.00072798806614817,-0.008844624705793721,0.002999685079356498,0.013522183139846218,0.013522183139846218,0.3073395224077194,0.6833859807604321
107,-0.006680374818605884,-0.00016079070821986877,0.0013903864924766597,0.003005965503005936,0.006680374818605884,0.003005965503005936,0.27604337574790355,0.7024467128129924
108,0.005033677385288166,0.004893243191075234,0.00019986133877069635,0.0015306289563976339,0.005033677385288166,0.005033677385288166,0.21242695063971717,0.6382807622106882
109,0.0033062789242353425,0.01165387414899995,-0.004287184441503507,0.0003308385632451404,0.01165387414899995,0.01165387414899995,0.3212030736705521,0.6839127130116008
110,-0.003973788530404714,-0.000625696090407018,0.0012058355277005813,0.007982424052088733,0.007982424052088733,0.007982424052088733,0.3339630970429604,0.6752952489458578
111,0.01691577808527372,0.002367182372733021,-4.066095498178428e-07,-0.006277889390343882,0.01691577808527372,0.01691577808527372,0.28505702657066173,0.6596525711398601
112,-0.00019806124165900956,-0.005238822887303594,0.005221258181260207,0.005879636020381137,0.005879636020381137,0.005879636020381137,0.2664032699583759,0.6450739111718485
113,0.0023742257804870914,-0.008432157563992206,0.001201695967987269,0.00030126252650244825,0.008432157563992206,0.0023742257804870914,0.2608406989112822,0.6607776792560666
114,0.009620027354649521,0.006502679703542303,-0.00237775410839672,0.0019370662774693553,0.009620027354649521,0.009620027354649521,0.29430187590398943,0.706057712777216
115,-0.006311399848056105,0.0023440203574797386,0.0014942484740400252,0.003962557483473461,0.006311399848056105,0.003962557483473461,0.2751182463054119,0.6339853778972748
116,0.004697083573602258,0.0014327858976142618,-0.005284581100589424,0.00922845918926292,0.00922845918926292,0.00922845918926292,0.3661186571348343,0.7494753575876265
117,0.005577755098816712,-0.004227310266667964,-0.0033059362790852096,-0.005224497778846448,0.005577755098816712,0.005577755098816712,0.33866416263504906,0.7207484812679181
118,0.008369821639125658,-0.0022638335537883527,-0.0015617099857265005,0.003876009183600029,0.008369821639125658,0.008369821639125658,0.3522801600240634,0.7014744242898147
119,0.0012266841707647444,0.0018042250717807853,-0.007113901469433184,0.0033916199204961513,0.007113901469433184,0.0033916199204961513,0.34308348870264893,0.7301375979429793
120,0.0034878653085494097,0.00016280911522625614,0.0014205510177527285,-0.008240782157187739,0.008240782157187739,0.0034878653085494097,0.281885353356758,0.6395715898800743
121,0.00032152083059840304,0.004145244152332909,-0.005260478241672913,-0.0021592110533831836,0.005260478241672913,0.004145244152332909,0.35396345294096826,0.7253636560709285
122,-0.010742440117891442,0.004264414121936398,0.003985697948227922,-0.00036166774259420355,0.010742440117891442,0.004264414121936398,0.3558285834968489,0.6669701238373963
123,0.0006674795052925759,0.0015633516572547553,-0.003425099506270278,0.0005373849795252679,0.003425099506270278,0.0015633516572547553,0.35012335860986477,0.6960776420632858
124,-0.0022468314618794005,-0.0018671096972596394,0.0016169326985229684,0.0024202208974372303,0.0024202208974372303,0.0024202208974372303,0.3655079886086504,0.715377833893398
125,-0.005149287057827757,6.037158037355611e-05,0.00627328803615543,-0.0012859411358856934,0.00627328803615543,0.00627328803615543,0.29590129707466517,0.7359802776354138
126,0.00022492343912674378,-0.0029740894329884178,-0.005230724740148374,0.009894188874327475,0.009894188874327475,0.009894188874327475,0.24785607549949926,0.6515500661281198
127,-0.0019473616577627916,0.007588579804501906,-0.001477219684387378,-0.0022043012096204144,0.007588579804501906,0.007588579804501906,0.3204089719640958,0.7996919902595738
128,0.0021998340395983597,0.0041628032235362855,0.0004746017620676228,0.00860357699554484,0.00860357699554484,0.00860357699554484,0.3923818677951789,0.6749232194347073
129,0.00028637200488748453,-0.008042662055375318,-0.0025248467961936365,0.0025860551727939552,0.008042662055375318,0.0025860551727939552,0.3065301921819137,0.658545448752131
130,-0.011181907939907577,0.0059353117610115354,0.0029653862678428347,0.001665629940421516,0.011181907939907577,0.0059353117610115354,0.3351059751997761,0.6886601115553126
131,0.011649099231140233,0.00706293602655615,-0.006710651085187692,0.002333476929914692,0.011649099231140233,0.011649099231140233,0.27686665110180014,0.6398062104258975
132,-0.0006211685207762642,5.345581530998792e-05,-0.004095511360794549,-0.005729768193908611,0.005729768193908611,5.345581530998792e-05,0.337087974729365,0.7047315440262373
133,0.005653301334237508,0.0023853977499787597,0.0073698370783078174,-0.008804583704393222,0.008804583704393222,0.0073698370783078174,0.3127953591158165,0.7347266688198221
134,-0.0013199360174098156,0.0010317934563763664,-0.0037330421645210207,-0.006218859623533856,0.006218859623533856,0.0010317934563763664,0.31707042773751937,0.7058544672922007
135,0.002907990237713416,0.0015846557036275992,-0.001265146371507417,0.0004720248253410385,0.002907990237713416,0.002907990237713416,0.3275364495763153,0.6844462831012508
136,-0.001570136291431004,-9.086830898168304e-05,0.014491740404882913,0.0031056215135734167,0.014491740404882913,0.014491740404882913,0.27617668436058673,0.6659675769680272
137,0.00018954440485654232,-0.0029766622892857153,-0.008851438617324386,0.001070398765499709,0.008851438617324386,0.001070398765499709,0.37227345230208986,0.6657662411586934
138,-0.00759106987250638,0.0046000746353563335,-0.0009923128954069443,-0.003985394329825901,0.00759106987250638,0.0046000746353563335,0.3506341143312536,0.7057942644673194
139,0.00873999356825775,0.00206548094316009,0.005025162196123772,4.577622521518036e-05,0.00873999356825775,0.00873999356825775,0.3719473840868675,0.724404630459055
140,0.005427484228896901,0.0035559796370866004,0.01332949573478386,-0.004530498859826761,0.01332949573478386,0.01332949573478386,0.3256944941132536,0.6932082485128398
141,-0.0029579428970976274,-0.002047404250837459,0.003217921200956904,-0.002172490636655159,0.003217921200956904,0.003217921200956904,0.34689318876901915,0.7420367658102895
142,0.0042266369974411945,0.0006579269951247199,-0.006770440500481747,-0.004249527650657128,0.006770440500481747,0.0042266369974411945,0.29923038038982736,0.6922021744235886
143,0.01359455980738522,0.005920579460392357,-0.008903365393845617,-0.0023045457787166245,0.01359455980738522,0.01359455980738522,0.3520100318288992,0.7301963907449206
144,-0.005007985019794539,-0.00506981698531712,-0.012310315301594916,-0.003921799763009999,0.012310315301594916,-0.003921799763009999,0.34043188084913933,0.7207705583918446
145,-0.009004544032871313,0.009375163092700608,0.0054073081457251225,-0.0081832928254061,0.009375163092700608,0.009375163092700608,0.3369388049598103,0.6954615774596247
146,0.00451350046628364,0.0022445198339644864,-0.0008410945077661357,0.004578586836105857,0.004578586836105857,0.004578586836105857,0.30776215362204723,0.7086926893176012
147,-0.01075728687149309,-0.008046572026855773,-0.0006060934037220799,0.0010647270493435133,0.01075728687149309,0.0010647270493435133,0.27965118208631695,0.6688626758054728
148,-0.0036177989146802957,0.0017830650510785467,0.004922314658218388,-0.005528617541724708,0.005528617541724708,0.004922314658218388,0.3480090630748651,0.6998395986537349
149,-0.00010860866706296677,0.0001479176365954812,0.0013728886916915392,-0.008922583837076946,0.008922583837076946,0.0013728886916915392,0.3098406548187327,0.6603631357561073
150,-0.013239976181993983,0.003243630428916908,-0.007281143596153183,-0.0012263670559009207,0.013239976181993983,0.003243630428916908,0.35360576526770654,0.6561246781143719
151,-0.011386026297026642,-0.005960543244988051,0.0028611883654424885,-0.004618346982828446,0.011386026297026642,0.0028611883654424885,0.34805159457768237,0.65685799408149
152,0.006992866411339365,0.0015572098511810696,0.008740097685730015,-0.0023073083059899926,0.008740097685730015,0.008740097685730015,0.2826413751632121,0.769975193348388
153,0.004892079555882914,-0.004198796113913031,0.0027430184984124297,-0.008898776319657482,0.008898776319657482,0.004892079555882914,0.2523910918045182,0.6917408784246822
154,-0.00817771347425725,0.01011320419790663,0.0019405498696488058,-0.004030757049000221,0.01011320419790663,0.01011320419790663,0.3494171798645706,0.6481064139235407
155,-0.00472664867687701,-0.0015010414090648547,-0.005637496806140408,-0.0030322492954275504,0.005637496806140408,-0.0015010414090648547,0.27553539203789246,0.7224890517233227
156,-0.0019317388290220855,0.0033479246917835367,0.0078117118023236405,-3.008720184646146e-05,0.0078117118023236405,0.0078117118023236405,0.3575221918308734,0.6579764623361917
157,0.00018719438484728892,-0.0025884338912975195,0.0029004693780134844,0.001778198748089106,0.0029004693780134844,0.0029004693780134844,0.28664323852046014,0.651609350209357
158,0.001183052128206575,0.010135092026380566,-0.0037993770446371634,0.00020420727705775833,0.010135092026380566,0.010135092026380566,0.34858046802734666,0.688867129083388
159,0.006591049424658787,0.002692300207939778,-0.007770792107729449,-0.006933893386978679,0.007770792107729449,0.006591049424658787,0.3042154282810907,0.653383694109304
160,-0.008260313048020353,0.0036583636270300832,0.006200192820064911,0.005116654651131245,0.008260313048020353,0.006200192820064911,0.3241173270377707,0.6957032146751271
161,-0.00019620026634599387,-0.0011616654364759679,0.008401284005570754,0.008984350498242564,0.008984350498242564,0.008984350498242564,0.27967361105841365,0.6348635017511791
162,0.004236390186822572,-0.007822058269182882,-0.011109567842458864,-0.0002513985446483695,0.011109567842458864,0.004236390186822572,0.2856131535431971,0.6339222884769944
163,-0.000693907071964801,0.007130690097856455,0.005886187208017628,0.0007894868300209112,0.007130690097856455,0.007130690097856455,0.3644372111452412,0.7506190904161792
164,-0.0015534974021118623,-0.0031058829488088266,-0.002196966603587637,0.009990042502806284,0.009990042502806284,0.009990042502806284,0.3233553000536942,0.6335105361562189
165,-0.000683932717136999,0.004853784315642465,-0.008410240493606743,-0.0017147766568311796,0.008410240493606743,0.004853784315642465,0.3419688540656679,0.6652943136452059
166,0.003923185236894152,-0.0016917721454756728,0.0012777149865607238,0.0012885968098089416,0.003923185236894152,0.003923185236894152,0.32392360618172344,0.6884046408348021
167,-0.0029961423160126495,-0.000818013738608172,0.007312643507922138,0.003017239936016264,0.007312643507922138,0.007312643507922138,0.3268331684438823,0.7112303446957091
168,-0.00533934747714364,0.0038955392815908977,-0.0030388350099692565,0.011827104180256934,0.011827104180256934,0.011827104180256934,0.3138405724128609,0.7128618818757182
169,0.0013096252380923332,-0.010978916213296358,-0.0015601961728275591,0.00031012900683933566,0.010978916213296358,0.0013096252380923332,0.3138106817331976,0.6471826542090369
170,0.006515132869681763,0.004248818883813662,-0.0005801244625497376,-0.0037549139070426956,0.006515132869681763,0.006515132869681763,0.33469347098023655,0.6950914772556686
171,-0.0021371606024309705,0.012293882760907395,0.00517933894562451,-0.001893871796090449,0.012293882760907395,0.012293882760907395,0.3735048109564229,0.6698172141265233
172,-0.005708421234962955,-0.005361874605409844,-0.008741825382988924,0.002531798467697011,0.008741825382988924,0.002531798467697011,0.30816924403664236,0.6705394123415983
173,0.007653760324966178,-0.002800132132054508,0.0028400895202287846,-0.00487971981706032,0.007653760324966178,0.007653760324966178,0.26401449001585825,0.6640599681724539
174,-0.0028931933344645516,-0.005178117094195643,0.004141705223032354,-0.000714028445010854,0.005178117094195643,0.004141705223032354,0.27874044731291736,0.7099940375650583
175,0.0010083193162496065,-0.002639280568258272,0.0035405343987830167,0.0005738355579800619,0.0035405343987830167,0.0035405343987830167,0.36513685534214885,0.7180181583089279
176,0.008053826970885409,0.000738963221173715,0.006227202761588495,0.0016176719341252426,0.008053826970885409,0.008053826970885409,0.31961097442594594,0.6730050440727331
